	GO	0	1	2
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_153	GO:0016151 nickel ion binding	-0.221/-0.224	-1.425/-0.006	-0.001/-1.880
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_154	GO:0005198 structural molecule activity	-0.042/-0.470	-1.623/-0.001	-0.000/-1.167
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_155	GO:0003989 acetyl-CoA carboxylase activity	-0.211/-0.097	-0.000/-1.396	-1.368/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_156	GO:0006289 nucleotide-excision repair	-0.211/-0.097	-0.000/-1.396	-1.368/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_157	GO:0006401 RNA catabolic process	-0.211/-0.097	-0.000/-1.396	-1.368/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_158	GO:0042254 ribosome biogenesis and assembly	-0.211/-0.097	-0.000/-1.396	-1.368/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_159	GO:0008610 lipid biosynthetic process	-0.336/-0.153	-0.002/-1.896	-1.895/-0.002
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_160	GO:0009089 lysine biosynthetic process via diaminopimelate	-1.677/-0.001	-0.030/-0.599	0.000/-0.700
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_161	GO:0030001 metal ion transport	-1.677/-0.001	-0.030/-0.599	0.000/-0.700
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_162	GO:0015078 hydrogen ion transporter activity	-0.119/-0.289	-0.003/-1.466	-2.001/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_163	GO:0015986 ATP synthesis coupled proton transport	-0.180/-0.194	-0.002/-1.579	-1.840/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_164	GO:0006259 DNA metabolic process	-0.000/-0.936	-0.077/-0.428	-1.419/-0.003
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_165	GO:0004601 peroxidase activity	-1.165/-0.006	-0.001/-1.757	-0.545/-0.043
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_166	GO:0030151 molybdenum ion binding	-0.698/-0.044	-0.647/-0.055	-0.001/-1.779
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_167	GO:0046677 response to antibiotic	-0.070/-0.618	-0.018/-1.151	-2.163/-0.001
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_168	GO:0009055 electron carrier activity	-0.012/-1.262	-2.087/-0.002	-0.033/-0.903
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_169	GO:0000155 two-component sensor activity	-0.002/-1.590	-1.631/-0.004	-0.112/-0.419
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_170	GO:0005618 cell wall	-0.024/-0.945	-0.057/-0.714	-1.899/-0.002
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_171	GO:0000074 regulation of progression through cell cycle	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_172	GO:0003861 3-isopropylmalate dehydratase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_173	GO:0003872 6-phosphofructokinase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_174	GO:0003983 UTP:glucose-1-phosphate uridylyltransferase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_175	GO:0003985 acetyl-CoA C-acetyltransferase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_176	GO:0004351 glutamate decarboxylase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_177	GO:0004365 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_178	GO:0004371 glycerone kinase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_179	GO:0004555 alpha,alpha-trehalase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_180	GO:0004645 phosphorylase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_181	GO:0004743 pyruvate kinase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_182	GO:0004775 succinate-CoA ligase (ADP-forming) activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_183	GO:0004781 sulfate adenylyltransferase (ATP) activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_184	GO:0004783 sulfite reductase (NADPH) activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_185	GO:0004801 transaldolase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_186	GO:0005977 glycogen metabolic process	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_187	GO:0005992 trehalose biosynthetic process	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_188	GO:0006536 glutamate metabolic process	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_189	GO:0008720 D-lactate dehydrogenase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_190	GO:0008750 NAD(P)+ transhydrogenase (AB-specific) activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_191	GO:0008851 ethanolamine ammonia-lyase activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_192	GO:0009099 valine biosynthetic process	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_193	GO:0015103 inorganic anion transporter activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_194	GO:0015503 glutathione-regulated potassium exporter activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_195	GO:0015563 uptake permease activity	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_196	GO:0015698 inorganic anion transport	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_197	GO:0016071 mRNA metabolic process	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_198	GO:0016614 oxidoreductase activity, acting on CH-OH group of donors	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_199	GO:0042026 protein refolding	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust3_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_200	GO:0042732 D-xylose metabolic process	-1.345/-0.000	-0.000/-0.698	-0.000/-0.233
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_0	GO:0006412 translation	-0.000/-3.858	-0.000/-21.952	-39.225/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_1	GO:0030529 ribonucleoprotein complex	-0.000/-3.959	0.000/-23.092	-37.551/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_2	GO:0003735 structural constituent of ribosome	-0.000/-3.049	0.000/-22.299	-34.226/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_3	GO:0005840 ribosome	-0.000/-2.967	0.000/-21.902	-33.524/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_4	GO:0019843 rRNA binding	0.000/-3.822	0.000/-14.405	-26.161/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_5	GO:0003723 RNA binding	-0.000/-3.434	-0.000/-11.225	-23.929/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_6	GO:0005624 membrane fraction	-9.819/-0.000	0.000/-11.465	-0.788/-0.046
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_7	GO:0019861 flagellum	0.000/-3.511	-7.871/0.000	0.000/-3.324
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_8	GO:0048038 quinone binding	-5.761/-0.000	0.000/-5.032	-0.114/-0.302
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_9	GO:0003676 nucleic acid binding	-0.570/-0.085	-0.000/-5.876	-5.595/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_10	GO:0005975 carbohydrate metabolic process	-0.857/-0.044	-2.331/-0.001	-0.000/-6.626
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_11	GO:0006096 glycolysis	-5.582/-0.000	-0.000/-3.952	-0.086/-0.463
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_12	GO:0015934 large ribosomal subunit	-0.000/-0.720	0.000/-2.706	-4.895/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_13	GO:0000049 tRNA binding	-0.010/-0.923	-0.000/-2.904	-5.496/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_14	GO:0008610 lipid biosynthetic process	-0.202/-0.260	-0.000/-4.114	-5.008/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_15	GO:0008033 tRNA processing	-0.000/-2.688	-0.025/-0.980	-4.281/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_16	GO:0005351 sugar porter activity	-0.179/-0.363	-3.440/-0.000	-0.000/-4.924
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_17	GO:0001539 ciliary or flagellar motility	0.000/-2.060	-4.617/0.000	0.000/-1.951
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_18	GO:0050136 NADH dehydrogenase (quinone) activity	-4.701/-0.000	-0.000/-3.425	-0.078/-0.403
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_19	GO:0006400 tRNA modification	-0.000/-0.617	0.000/-2.319	-4.194/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_20	GO:0015450 protein translocase activity	-0.000/-0.617	0.000/-2.319	-4.194/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_21	GO:0015935 small ribosomal subunit	-0.000/-0.617	0.000/-2.319	-4.194/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_22	GO:0006099 tricarboxylic acid cycle	-4.756/-0.000	-0.000/-2.581	-0.021/-0.818
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_23	GO:0006950 response to stress	-4.604/-0.000	-0.000/-2.771	-0.024/-0.635
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_24	GO:0006633 fatty acid biosynthetic process	-0.037/-0.627	-0.000/-2.765	-4.661/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_25	GO:0009401 phosphoenolpyruvate-dependent sugar phosphotransferase system	-1.799/-0.003	-0.524/-0.101	-0.000/-3.944
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_26	GO:0004386 helicase activity	-0.790/-0.037	-0.000/-4.114	-3.056/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_27	GO:0006417 regulation of translation	-0.320/-0.116	-0.000/-3.381	-3.237/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_28	GO:0006418 tRNA aminoacylation for protein translation	-0.004/-1.256	-0.004/-1.576	-4.003/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_29	GO:0006414 translational elongation	-0.000/-0.514	-0.000/-1.932	-3.494/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_30	GO:0006260 DNA replication	-0.010/-1.248	-0.005/-1.615	-4.154/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_31	GO:0009276 1-2nm peptidoglycan-based cell wall	-0.000/-3.244	-0.347/-0.180	-2.113/-0.001
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_32	GO:0009082 branched chain family amino acid biosynthetic process	-3.133/-0.000	-0.019/-0.966	0.000/-1.657
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_33	GO:0019544 arginine catabolic process to glutamate	-3.388/-0.000	-0.000/-1.932	-0.000/-0.486
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_34	GO:0015198 oligopeptide transporter activity	-3.926/-0.000	-0.001/-1.873	-0.010/-0.934
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_35	GO:0006857 oligopeptide transport	-3.787/-0.000	-0.004/-1.576	-0.005/-1.169
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_36	GO:0051301 cell division	-0.067/-0.612	-0.001/-2.289	-4.027/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_37	GO:0009288 flagellin-based flagellum	-0.000/-1.441	-3.228/0.000	0.000/-1.364
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_38	GO:0015716 phosphonate transport	-0.000/-1.441	-3.228/0.000	0.000/-1.364
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_39	GO:0043213 bacteriocin transport	-0.000/-0.720	-0.001/-1.662	-3.430/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_40	GO:0008483 transaminase activity	-1.753/-0.002	-0.000/-3.797	-1.440/-0.006
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_41	GO:0004812 aminoacyl-tRNA ligase activity	-0.030/-0.767	-0.001/-1.976	-3.885/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_42	GO:0016226 iron-sulfur cluster assembly	-0.345/-0.079	0.000/-2.706	-2.329/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_43	GO:0003774 motor activity	-0.000/-1.338	-2.997/0.000	0.000/-1.266
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_44	GO:0003746 translation elongation factor activity	-0.120/-0.201	0.000/-2.319	-2.794/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_45	GO:0008080 N-acetyltransferase activity	-0.042/-0.650	-2.607/-0.000	0.000/-2.342
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_46	GO:0016151 nickel ion binding	-0.042/-0.650	-2.607/-0.000	0.000/-2.342
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_47	GO:0005525 GTP binding	-0.068/-0.559	-0.001/-2.138	-3.662/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_48	GO:0007049 cell cycle	-0.053/-0.692	-0.002/-1.955	-3.721/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_49	GO:0006097 glyoxylate cycle	-2.693/-0.000	0.000/-2.319	-0.131/-0.184
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_50	GO:0006364 rRNA processing	-0.004/-1.256	-0.012/-1.162	-3.256/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_51	GO:0030170 pyridoxal phosphate binding	-3.130/-0.000	-0.000/-3.045	-0.401/-0.141
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_52	GO:0003697 single-stranded DNA binding	-0.000/-0.411	-0.000/-1.545	-2.794/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_53	GO:0003743 translation initiation factor activity	-0.000/-0.411	-0.000/-1.545	-2.794/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_54	GO:0003989 acetyl-CoA carboxylase activity	-0.000/-0.411	-0.000/-1.545	-2.794/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_55	GO:0006413 translational initiation	-0.000/-0.411	-0.000/-1.545	-2.794/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_56	GO:0051082 unfolded protein binding	-3.087/-0.000	-0.000/-2.452	-0.138/-0.255
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_57	GO:0042995 cell projection	-0.005/-1.494	-3.391/-0.000	-0.002/-1.758
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_58	GO:0019344 cysteine biosynthetic process	-1.827/-0.001	-0.000/-3.029	-0.790/-0.023
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_59	GO:0005978 glycogen biosynthetic process	-2.709/-0.000	-0.000/-1.545	-0.000/-0.389
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_60	GO:0009088 threonine biosynthetic process	-2.709/-0.000	-0.000/-1.545	-0.000/-0.389
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_61	GO:0019752 carboxylic acid metabolic process	-2.709/-0.000	-0.000/-1.545	-0.000/-0.389
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_62	GO:0006353 transcription termination	-0.000/-0.617	-0.002/-1.335	-2.794/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_63	GO:0006525 arginine metabolic process	-2.577/-0.000	-0.015/-0.946	-0.000/-1.071
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_64	GO:0006725 aromatic compound metabolic process	-0.010/-0.923	-2.602/-0.000	0.000/-1.560
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_65	GO:0016779 nucleotidyltransferase activity	-1.206/-0.013	-0.000/-3.137	-1.696/-0.004
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_66	GO:0006605 protein targeting	-0.100/-0.334	-0.001/-2.015	-2.906/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_67	GO:0008026 ATP-dependent helicase activity	-0.407/-0.093	-0.000/-2.601	-2.373/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_68	GO:0015031 protein transport	-1.349/-0.009	-0.000/-3.113	-1.520/-0.006
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_69	GO:0051538 3 iron, 4 sulfur cluster binding	-2.399/-0.000	-0.000/-2.336	-0.247/-0.133
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_70	GO:0003924 GTPase activity	-0.150/-0.235	-0.000/-2.138	-2.707/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_71	GO:0042128 nitrate assimilation	-1.376/-0.006	-0.255/-0.205	0.000/-1.951
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_72	GO:0009250 glucan biosynthetic process	-0.950/-0.009	0.000/-2.319	-1.003/-0.007
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_73	GO:0046677 response to antibiotic	-0.008/-1.357	-0.046/-0.809	-2.712/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_74	GO:0008168 methyltransferase activity	-0.025/-0.957	-0.017/-1.187	-2.936/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_75	GO:0008137 NADH dehydrogenase (ubiquinone) activity	-2.833/-0.000	-0.007/-1.358	-0.025/-0.754
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_76	GO:0003678 DNA helicase activity	-0.000/-0.308	0.000/-1.159	-2.095/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_77	GO:0007264 small GTPase mediated signal transduction	-0.000/-0.308	0.000/-1.159	-2.095/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_78	GO:0009317 acetyl-CoA carboxylase complex	-0.000/-0.308	0.000/-1.159	-2.095/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_79	GO:0015114 phosphate transporter activity	-0.000/-0.308	0.000/-1.159	-2.095/0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_80	GO:0009432 SOS response	-0.138/-0.297	-0.001/-1.873	-2.590/-0.000
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_81	GO:0006313 transposition, DNA-mediated	0.000/-1.957	-0.563/-0.065	-0.785/-0.031
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_82	GO:0004784 superoxide dismutase activity	-2.031/-0.000	0.000/-1.159	0.000/-0.292
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_83	GO:0006801 superoxide metabolic process	-2.031/-0.000	0.000/-1.159	0.000/-0.292
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_84	GO:0009097 isoleucine biosynthetic process	-2.031/-0.000	0.000/-1.159	0.000/-0.292
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_85	GO:0009380 excinuclease ABC complex	-2.031/-0.000	0.000/-1.159	0.000/-0.292
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_86	GO:0009381 excinuclease ABC activity	-2.031/-0.000	0.000/-1.159	0.000/-0.292
ipageInput_fig1_clust2_vs_1_FDR_0.01_markers_for_fig1.txt_PO_go_P.05_PAGE_87	GO:0009389 dimethyl sulfoxide reductase activity	-2.031/-0.000	0.000/-1.159	0.000/-0.292
